"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01109","5","2373","76","0","2018","A","","Pike County, Alabama","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,111,4781421,1046953,36485,828,43044,"",6.13,3.45,3.00,2.70,2.65,0.87,0.87,"",1,25.0,-5,-4.3,15954,0.3,-37368,-3.4,-6200,-14.5,36,4.5,1844,4.5
"01111","5","2373","76","0","2018","A","N","Randolph County, Alabama","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",2.20,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01117","5","2373","76","0","2018","A","","Shelby County, Alabama","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",10,142,7400555,1591247,34514,1006,52301,"",1.50,0.74,0.57,0.56,0.37,0.78,0.78,"",1,11.1,6,4.4,395955,5.7,161069,11.3,-5827,-14.4,17,1.7,891,1.7
"01119","5","2373","76","0","2018","A","N","Sumter County, Alabama","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",3.65,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01121","5","2373","76","0","2018","A","N","Talladega County, Alabama","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",1.89,0,0,0,0,0,0,"N",2,200.0,0,0,0,0,0,0,0,0,0,0,0,0
"01123","5","2373","76","0","2018","A","N","Tallapoosa County, Alabama","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.03,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01125","5","2373","76","0","2018","A","","Tuscaloosa County, Alabama","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",8,389,13411294,2851543,70075,663,34462,"",1.53,1.83,1.11,1.12,0.84,0.61,0.61,"",1,14.3,56,16.8,2311696,20.8,503559,21.4,-1795,-2.5,22,3.4,1105,3.3
"01127","5","2373","76","0","2018","A","N","Walker County, Alabama","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.63,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01131","5","2373","76","0","2018","A","N","Wilcox County, Alabama","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",7.24,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"01999","5","2373","76","0","2018","A","","Unknown Or Undefined, Alabama","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",32,226,6679654,1843274,26200,568,29512,"",2.04,1.88,0.64,0.80,0.24,0.34,0.34,"",3,10.3,-15,-6.2,106694,1.6,-559460,-23.3,-21196,-44.7,43,8.2,2191,8.0
"02000","5","2373","56","0","2018","A","","Alaska -- Statewide","Private","NAICS 2373 Highway, street, and bridge construction","State, NAICS 4-digit -- by ownership sector","All establishment sizes",112,1779,192791810,119441596,2109521,2084,108381,"",4.50,2.46,3.84,4.11,1.78,1.56,1.56,"",3,2.8,283,18.9,34649346,21.9,27780118,30.3,136022,6.9,50,2.5,2635,2.5
"02013","5","2373","76","0","2018","A","N","Aleutians East Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",8.76,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02020","5","2373","76","0","2018","A","","Anchorage Municipality, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",29,834,93556922,56841190,1022086,2156,112123,"",3.10,2.50,3.85,4.21,1.91,1.54,1.54,"",0,0.0,147,21.4,18458961,24.6,11739567,26.0,25436,2.6,55,2.6,2850,2.6
"02050","5","2373","76","0","2018","A","N","Bethel Census Area, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",2.56,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02060","5","2373","76","0","2018","A","N","Bristol Bay Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",14.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02068","5","2373","76","0","2018","A","N","Denali Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",6.04,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02070","5","2373","76","0","2018","A","N","Dillingham Census Area, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",11.09,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02090","5","2373","76","0","2018","A","","Fairbanks North Star Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",11,212,20682679,13669957,245560,1881,97790,"",4.24,2.56,3.78,4.35,1.94,1.48,1.48,"",-2,-15.4,25,13.4,1746558,9.2,1947882,16.6,-8570,-3.4,-67,-3.4,-3518,-3.5
"02100","5","2373","76","0","2018","A","","Haines Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,67,7497975,3849256,64548,2141,111356,"",16.75,29.84,64.38,44.60,17.71,2.15,2.15,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"02105","5","2373","76","0","2018","A","N","Hoonah-Angoon Census Area, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",6.54,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02110","5","2373","76","0","2018","A","N","Juneau City and Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",2.36,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0
"02122","5","2373","76","0","2018","A","","Kenai Peninsula Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",10,40,2813789,2086162,36698,1356,70492,"",4.34,0.91,1.04,1.36,0.59,1.15,1.15,"",1,11.1,1,2.6,-196971,-6.5,-124433,-5.6,-10634,-22.5,-122,-8.3,-6378,-8.3
"02130","5","2373","76","0","2018","A","","Ketchikan Gateway Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,66,5918958,3941913,70306,1736,90251,"",8.97,4.00,6.07,6.68,2.89,1.53,1.53,"",0,0.0,16,32.0,1529180,34.8,828307,26.6,3320,5.0,42,2.5,2162,2.5
"02150","5","2373","76","0","2018","A","N","Kodiak Island Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",5.32,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02164","5","2373","76","0","2018","A","N","Lake and Peninsula Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",7.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02170","5","2373","76","0","2018","A","","Matanuska-Susitna Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",13,194,21597222,12926310,211832,2136,111087,"",5.28,3.69,7.64,6.42,2.63,2.06,2.06,"",1,8.3,2,1.0,124445,0.6,3729814,40.6,26120,14.1,-15,-0.7,-750,-0.7
"02180","5","2373","76","0","2018","A","N","Nome Census Area, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",8.71,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02185","5","2373","76","0","2018","A","N","North Slope Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",7.21,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"02195","5","2373","76","0","2018","A","N","Petersburg Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",10.62,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02198","5","2373","76","0","2018","A","N","Prince of Wales-Hyder Census Area, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,"N",18.81,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02220","5","2373","76","0","2018","A","N","Sitka City and Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",4.83,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02240","5","2373","76","0","2018","A","N","Southeast Fairbanks Census Area, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",3.48,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02261","5","2373","76","0","2018","A","N","Valdez-Cordova Census Area, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",4.79,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"02275","5","2373","76","0","2018","A","N","Wrangell City and Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",28.27,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"02282","5","2373","76","0","2018","A","N","Yakutat City and Borough, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",20.87,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02290","5","2373","76","0","2018","A","N","Yukon-Koyukuk Census Area, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",10.04,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"02999","5","2373","76","0","2018","A","N","Unknown Or Undefined, Alaska","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.47,0,0,0,0,0,0,"N",-2,-66.7,0,0,0,0,0,0,0,0,0,0,0,0
"04000","3","2373","56","0","2018","A","","Arizona -- Statewide","Local Government","NAICS 2373 Highway, street, and bridge construction","State, NAICS 4-digit -- by ownership sector","All establishment sizes",57,2296,122167568,922082,8639,1023,53201,"",0.90,1.20,1.35,0.40,0.32,1.13,1.13,"",0,0.0,0,0.0,3439230,2.9,44272,5.0,-2045,-19.1,28,2.8,1483,2.9
"04000","5","2373","56","0","2018","A","","Arizona -- Statewide","Private","NAICS 2373 Highway, street, and bridge construction","State, NAICS 4-digit -- by ownership sector","All establishment sizes",153,5858,380745306,63324231,4181159,1250,64994,"",0.84,0.92,0.93,0.80,0.90,1.01,1.01,"",4,2.7,507,9.5,54607736,16.7,7983752,14.4,438620,11.7,78,6.7,4047,6.6
"04001","3","2373","76","0","2018","A","N","Apache County, Arizona","Local Government","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,"N",16.78,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04001","5","2373","76","0","2018","A","N","Apache County, Arizona","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.45,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04003","3","2373","76","0","2018","A","N","Cochise County, Arizona","Local Government","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,"N",6.70,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"04003","5","2373","76","0","2018","A","N","Cochise County, Arizona","Private","NAICS 2373 Highway, street, and bridge construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.39,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
