"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01055","5","2361","76","0","2018","A","","Etowah County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",21,75,2295915,721034,13674,591,30749,"",0.53,0.38,0.32,0.30,0.40,0.84,0.84,"",0,0.0,6,8.7,246977,12.1,49461,7.4,3090,29.2,19,3.3,1018,3.4
"01057","5","2361","76","0","2018","A","N","Fayette County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01059","5","2361","76","0","2018","A","N","Franklin County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01061","5","2361","76","0","2018","A","N","Geneva County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",11,0,0,0,0,0,0,"N",1.16,0,0,0,0,0,0,"N",-2,-15.4,0,0,0,0,0,0,0,0,0,0,0,0
"01063","5","2361","76","0","2018","A","N","Greene County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,"N",1.92,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01065","5","2361","76","0","2018","A","","Hale County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,8,415171,88259,689,1009,52443,"",0.92,0.54,0.76,0.64,0.35,1.42,1.42,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01067","5","2361","76","0","2018","A","","Henry County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,15,343021,185280,4314,447,23256,"",0.77,0.83,0.45,0.91,1.74,0.56,0.56,"",1,25.0,4,36.4,134840,64.8,77228,71.5,1940,81.7,69,18.3,3585,18.2
"01069","5","2361","76","0","2018","A","","Houston County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",44,237,9449632,2540277,38882,766,39816,"",0.78,0.91,0.85,0.85,0.93,0.94,0.94,"",1,2.3,-16,-6.3,-72635,-0.8,8893,0.4,-2244,-5.5,41,5.7,2104,5.6
"01071","5","2361","76","0","2018","A","N","Jackson County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,"N",2,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","5","2361","76","0","2018","A","","Jefferson County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",237,1192,85368247,12601085,175451,1378,71638,"",0.66,0.63,0.80,0.57,0.51,1.28,1.28,"",2,0.9,89,8.1,5876886,7.4,437752,3.6,-1554,-0.9,-8,-0.6,-414,-0.6
"01075","5","2361","76","0","2018","A","N","Lamar County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"01077","5","2361","76","0","2018","A","","Lauderdale County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",38,100,3170262,954096,11466,610,31703,"",0.94,0.62,0.56,0.53,0.40,0.91,0.91,"",4,11.8,1,1.0,150772,5.0,12292,1.3,-7275,-38.8,23,3.9,1177,3.9
"01079","5","2361","76","0","2018","A","","Lawrence County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,4,123846,32017,254,621,32308,"",0.57,0.15,0.13,0.12,0.06,0.93,0.93,"",0,0.0,-4,-50.0,-132312,-51.7,-49755,-60.8,-2503,-90.8,5,0.8,288,0.9
"01081","5","2361","76","0","2018","A","","Lee County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",62,337,18620879,3576579,46528,1063,55282,"",1.01,1.05,1.48,1.10,1.03,1.41,1.41,"",-2,-3.1,34,11.2,3233202,21.0,413226,13.1,-5019,-9.7,87,8.9,4512,8.9
"01083","5","2361","76","0","2018","A","N","Limestone County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",30,0,0,0,0,0,0,"N",1.08,0,0,0,0,0,0,"N",-3,-9.1,0,0,0,0,0,0,0,0,0,0,0,0
"01087","5","2361","76","0","2018","A","N","Macon County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","2361","76","0","2018","A","","Madison County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",136,608,34862158,6522344,94649,1102,57300,"",0.73,0.56,0.54,0.55,0.51,0.97,0.97,"",-2,-1.4,63,11.6,5091940,17.1,953989,17.1,12256,14.9,51,4.9,2659,4.9
"01091","5","2361","76","0","2018","A","N","Marengo County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01093","5","2361","76","0","2018","A","N","Marion County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0
"01095","5","2361","76","0","2018","A","","Marshall County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",41,159,6137051,1558692,34729,741,38517,"",1.02,0.79,0.84,0.64,1.03,1.06,1.06,"",2,5.1,1,0.6,501238,8.9,95966,6.6,4263,14.0,53,7.7,2753,7.7
"01097","5","2361","76","0","2018","A","","Mobile County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",118,513,22561762,5652191,73567,846,43987,"",0.60,0.55,0.51,0.52,0.35,0.93,0.93,"",0,0.0,24,4.9,2243518,11.0,555684,10.9,-8631,-10.5,47,5.9,2465,5.9
"01099","5","2361","76","0","2018","A","N","Monroe County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01101","5","2361","76","0","2018","A","","Montgomery County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",49,232,13198144,2255381,22628,1096,56991,"",0.40,0.33,0.41,0.32,0.21,1.25,1.25,"",-1,-2.0,14,6.4,581664,4.6,95629,4.4,-1110,-4.7,-20,-1.8,-1016,-1.8
"01103","5","2361","76","0","2018","A","","Morgan County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",33,121,6025275,1202897,22358,955,49659,"",0.62,0.46,0.51,0.37,0.43,1.10,1.10,"",4,13.8,23,23.5,1766283,41.5,234799,24.3,4770,27.1,117,14.0,6089,14.0
"01105","5","2361","76","0","2018","A","N","Perry County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01107","5","2361","76","0","2018","A","N","Pickens County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
"01109","5","2361","76","0","2018","A","N","Pike County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,"N",0.29,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01111","5","2361","76","0","2018","A","N","Randolph County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.26,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01113","5","2361","76","0","2018","A","","Russell County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",16,60,2266808,659427,10196,727,37780,"",0.91,0.78,0.79,0.77,0.81,1.01,1.01,"",0,0.0,5,9.1,179587,8.6,106006,19.2,1772,21.0,-3,-0.4,-169,-0.4
"01115","5","2361","76","0","2018","A","","St. Clair County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",31,99,4312300,1099887,13921,838,43559,"",1.07,0.92,1.06,0.88,0.76,1.15,1.15,"",0,0.0,-3,-2.9,413891,10.6,20777,1.9,-2307,-14.2,103,14.0,5339,14.0
"01117","5","2361","76","0","2018","A","","Shelby County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",117,427,23784330,4663372,54922,1071,55679,"",1.05,0.92,0.96,0.77,0.57,1.03,1.04,"",-1,-0.8,-5,-1.2,3035831,14.6,73257,1.6,1992,3.8,147,15.9,7650,15.9
"01119","5","2361","76","0","2018","A","","Sumter County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,7,304359,64000,547,807,41981,"",0.87,0.44,0.49,0.45,0.17,1.08,1.08,"",0,0.0,-3,-30.0,-62227,-17.0,-27357,-29.9,7,1.3,65,8.8,3393,8.8
"01121","5","2361","76","0","2018","A","","Talladega County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",15,39,1447558,398384,4377,706,36725,"",0.56,0.24,0.20,0.20,0.15,0.80,0.80,"",1,7.1,-3,-7.1,45342,3.2,-11087,-2.7,83,1.9,69,10.8,3602,10.9
"01123","5","2361","76","0","2018","A","N","Tallapoosa County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",29,0,0,0,0,0,0,"N",1.79,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01125","5","2361","76","0","2018","A","","Tuscaloosa County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",80,335,16698014,3619923,64756,958,49795,"",0.91,0.65,0.71,0.66,0.76,1.09,1.10,"",5,6.7,20,6.3,3461999,26.2,323823,9.8,-4548,-6.6,149,18.4,7709,18.3
"01127","5","2361","76","0","2018","A","","Walker County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",15,48,1717121,501931,18201,694,36087,"",0.56,0.48,0.45,0.43,0.99,0.94,0.94,"",-3,-16.7,6,14.3,378624,28.3,34927,7.5,3419,23.1,87,14.3,4531,14.4
"01129","5","2361","76","0","2018","A","","Washington County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,6,141951,55456,484,443,23019,"",0.60,0.31,0.12,0.27,0.16,0.37,0.37,"",-1,-25.0,0,0.0,51517,57.0,7456,15.5,200,70.4,149,50.7,7734,50.6
"01131","5","2361","76","0","2018","A","N","Wilcox County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,"N",1.30,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01133","5","2361","76","0","2018","A","","Winston County, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,16,431160,172865,3925,505,26264,"",0.43,0.37,0.27,0.31,0.39,0.71,0.71,"",1,33.3,5,45.5,150746,53.8,57776,50.2,2899,282.6,33,7.0,1702,6.9
"01999","5","2361","76","0","2018","A","","Unknown Or Undefined, Alabama","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",55,153,8326259,2257379,51511,1046,54390,"",0.21,0.53,0.41,0.46,0.46,0.78,0.78,"",1,1.9,26,20.5,2188047,35.6,749865,49.7,16866,48.7,115,12.4,5994,12.4
"02000","5","2361","56","0","2018","A","","Alaska -- Statewide","Private","NAICS 2361 Residential building construction","State, NAICS 4-digit -- by ownership sector","All establishment sizes",451,1680,82671980,63030231,1051265,946,49202,"",1.08,0.96,0.85,1.01,0.87,0.89,0.89,"",3,0.7,174,11.6,16564727,25.1,9674167,18.1,24792,2.4,102,12.1,5296,12.1
"02020","5","2361","76","0","2018","A","","Anchorage Municipality, Alaska","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",127,664,39269980,27015173,455137,1138,59171,"",0.81,0.82,0.84,0.94,0.83,1.02,1.02,"",0,0.0,148,28.7,14733547,60.0,8455960,45.6,122871,37.0,223,24.4,11581,24.3
"02050","5","2361","76","0","2018","A","","Bethel Census Area, Alaska","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,8,346343,328261,5902,816,42409,"",0.46,0.21,0.21,0.29,0.27,0.97,0.97,"",0,0.0,0,0.0,51123,17.3,36956,12.7,-546,-8.5,67,8.9,3479,8.9
"02068","5","2361","76","0","2018","A","N","Denali Borough, Alaska","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02070","5","2361","76","0","2018","A","N","Dillingham Census Area, Alaska","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02090","5","2361","76","0","2018","A","","Fairbanks North Star Borough, Alaska","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",72,254,12363953,9693784,162247,937,48741,"",1.66,1.27,1.17,1.44,1.26,0.92,0.92,"",8,12.5,37,17.1,1380655,12.6,964917,11.1,-14520,-8.2,-38,-3.9,-1951,-3.8
"02100","5","2361","76","0","2018","A","N","Haines Borough, Alaska","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02105","5","2361","76","0","2018","A","","Hoonah-Angoon Census Area, Alaska","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,6,223409,218134,3970,687,35745,"",1.56,1.39,1.42,2.01,1.78,0.98,0.98,"",-1,-20.0,-7,-53.8,-237447,-51.5,-223051,-50.6,-5499,-58.1,10,1.5,520,1.5
"02110","5","2361","76","0","2018","A","","Juneau City and Borough, Alaska","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",40,158,6690960,5708282,92918,814,42303,"",1.88,1.68,1.36,2.20,1.85,0.81,0.81,"",2,5.3,13,9.0,835988,14.3,649530,12.8,-5877,-5.9,37,4.8,1901,4.7
"02122","5","2361","76","0","2018","A","","Kenai Peninsula Borough, Alaska","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",60,154,5954853,5289090,92054,745,38752,"",1.56,1.45,1.15,1.62,1.45,0.79,0.79,"",-2,-3.2,5,3.4,297951,5.3,256179,5.1,-11063,-10.7,16,2.2,850,2.2
"02130","5","2361","76","0","2018","A","","Ketchikan Gateway Borough, Alaska","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",17,47,2290477,1826532,29058,946,49169,"",1.52,1.18,1.22,1.45,1.17,1.04,1.04,"",-2,-10.5,-19,-28.8,-599131,-20.7,-523957,-22.3,-18455,-38.8,99,11.7,5109,11.6
"02150","5","2361","76","0","2018","A","N","Kodiak Island Borough, Alaska","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",10,0,0,0,0,0,0,"N",1.06,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"02170","5","2361","76","0","2018","A","","Matanuska-Susitna Borough, Alaska","Private","NAICS 2361 Residential building construction","County, NAICS 4-digit -- by ownership sector","All establishment sizes",70,262,10179016,8434983,134412,747,38827,"",1.70,2.07,1.87,1.96,1.64,0.90,0.90,"",2,2.9,12,4.8,549872,5.7,204761,2.5,-20791,-13.4,6,0.8,285,0.7
